"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS"
"USC00046730","PASO ROBLES, CA US","1971-02-01",,,"0.00","0.0","0.0","68","32","64"
"USC00046730","PASO ROBLES, CA US","1971-02-02",,,"0.00","0.0","0.0","65","41","55"
"USC00046730","PASO ROBLES, CA US","1971-02-03",,,"0.00","0.0","0.0","60","31","58"
"USC00046730","PASO ROBLES, CA US","1971-02-04",,,"0.00","0.0","0.0","63","29","61"
"USC00046730","PASO ROBLES, CA US","1971-02-05",,,"0.00","0.0","0.0","63","29","59"
"USC00046730","PASO ROBLES, CA US","1971-02-06",,,"0.00","0.0","0.0","61","34","56"
"USC00046730","PASO ROBLES, CA US","1971-02-07",,,"0.00","0.0","0.0","66","37","64"
"USC00046730","PASO ROBLES, CA US","1971-02-08",,,"0.00","0.0","0.0","65","38","61"
"USC00046730","PASO ROBLES, CA US","1971-02-09",,,"0.00","0.0","0.0","69","36","68"
"USC00046730","PASO ROBLES, CA US","1971-02-10",,,"0.00","0.0","0.0","74","34","69"
"USC00046730","PASO ROBLES, CA US","1971-02-11",,,"0.00","0.0","0.0","78","37","70"
"USC00046730","PASO ROBLES, CA US","1971-02-12",,,"0.00","0.0","0.0","81","35","80"
"USC00046730","PASO ROBLES, CA US","1971-02-13",,,"0.00","0.0","0.0","81","34","74"
"USC00046730","PASO ROBLES, CA US","1971-02-14",,,"0.00","0.0","0.0","77","37","63"
"USC00046730","PASO ROBLES, CA US","1971-02-15",,,"0.00","0.0","0.0","70","47","65"
"USC00046730","PASO ROBLES, CA US","1971-02-16",,,"0.10","0.0","0.0","66","36","50"
"USC00046730","PASO ROBLES, CA US","1971-02-17",,,"0.14","0.0","0.0","60","43","55"
"USC00046730","PASO ROBLES, CA US","1971-02-18",,,"0.00","0.0","0.0","62","30","59"
"USC00046730","PASO ROBLES, CA US","1971-02-19",,,"0.00","0.0","0.0","60","40","52"
"USC00046730","PASO ROBLES, CA US","1971-02-20",,,"0.00","0.0","0.0","60","29","56"
"USC00046730","PASO ROBLES, CA US","1971-02-21",,,"0.00","0.0","0.0","65","27","62"
"USC00046730","PASO ROBLES, CA US","1971-02-22",,,"0.00","0.0","0.0","62","29","55"
"USC00046730","PASO ROBLES, CA US","1971-02-23",,,"0.00","0.0","0.0","61","31","59"
"USC00046730","PASO ROBLES, CA US","1971-02-24",,,"0.00","0.0","0.0","66","28","65"
"USC00046730","PASO ROBLES, CA US","1971-02-25",,,"0.00","0.0","0.0","66","39","52"
"USC00046730","PASO ROBLES, CA US","1971-02-26",,,"0.00","0.0","0.0","58","27","56"
"USC00046730","PASO ROBLES, CA US","1971-02-27",,,"0.00","0.0","0.0","57","21","49"
"USC00046730","PASO ROBLES, CA US","1971-02-28",,,"0.00","0.0","0.0","56","26","53"
"USC00046730","PASO ROBLES, CA US","1971-03-01",,,"0.00","0.0","0.0","57","27","54"
"USC00046730","PASO ROBLES, CA US","1971-03-02",,,"0.00","0.0","0.0","58","20","56"
"USC00046730","PASO ROBLES, CA US","1971-03-03",,,"0.00","0.0","0.0","67","23","64"
"USC00046730","PASO ROBLES, CA US","1971-03-04",,,"0.00","0.0","0.0","66","38","54"
"USC00046730","PASO ROBLES, CA US","1971-03-05",,,"0.00","0.0","0.0","62","35","55"
"USC00046730","PASO ROBLES, CA US","1971-03-06",,,"0.00","0.0","0.0","70","26","65"
"USC00046730","PASO ROBLES, CA US","1971-03-07",,,"0.00","0.0","0.0","70","26","67"
"USC00046730","PASO ROBLES, CA US","1971-03-08",,,"0.00","0.0","0.0","70","30","68"
"USC00046730","PASO ROBLES, CA US","1971-03-09",,,"0.00","0.0","0.0","69","37","55"
"USC00046730","PASO ROBLES, CA US","1971-03-10",,,"0.00","0.0","0.0","64","32","62"
"USC00046730","PASO ROBLES, CA US","1971-03-11",,,"0.00","0.0","0.0","70","44","63"
"USC00046730","PASO ROBLES, CA US","1971-03-12",,,"0.24","0.0","0.0","70","44","52"
"USC00046730","PASO ROBLES, CA US","1971-03-13",,,"0.45","0.0","0.0","60","44","56"
"USC00046730","PASO ROBLES, CA US","1971-03-14",,,"0.00","0.0","0.0","63","30","61"
"USC00046730","PASO ROBLES, CA US","1971-03-15",,,"0.00","0.0","0.0","70","33","67"
"USC00046730","PASO ROBLES, CA US","1971-03-16",,,"0.00","0.0","0.0","71","37","69"
"USC00046730","PASO ROBLES, CA US","1971-03-17",,,"0.00","0.0","0.0","71","43","64"
"USC00046730","PASO ROBLES, CA US","1971-03-18",,,"0.00","0.0","0.0","73","32","68"
"USC00046730","PASO ROBLES, CA US","1971-03-19",,,"0.00","0.0","0.0","75","30","71"
"USC00046730","PASO ROBLES, CA US","1971-03-20",,,"0.00","0.0","0.0","78","32","70"
"USC00046730","PASO ROBLES, CA US","1971-03-21",,,"0.00","0.0","0.0","78","48","66"
"USC00046730","PASO ROBLES, CA US","1971-03-22",,,"0.00","0.0","0.0","80","34","74"
"USC00046730","PASO ROBLES, CA US","1971-03-23",,,"0.00","0.0","0.0","74","42","70"
"USC00046730","PASO ROBLES, CA US","1971-03-24",,,"0.00","0.0","0.0","73","50","69"
"USC00046730","PASO ROBLES, CA US","1971-03-25",,,"0.00","0.0","0.0","73","47","61"
"USC00046730","PASO ROBLES, CA US","1971-03-26",,,"0.16","0.0","0.0","62","52","59"
"USC00046730","PASO ROBLES, CA US","1971-03-27",,,"0.00","0.0","0.0","73","35","61"
"USC00046730","PASO ROBLES, CA US","1971-03-28",,,"0.00","0.0","0.0","78","38","73"
"USC00046730","PASO ROBLES, CA US","1971-03-29",,,"0.00","0.0","0.0","82","37","81"
"USC00046730","PASO ROBLES, CA US","1971-03-30",,,"0.00","0.0","0.0","83","44","70"
"USC00046730","PASO ROBLES, CA US","1971-03-31",,,"0.00","0.0","0.0","71","35","66"
"USC00046730","PASO ROBLES, CA US","1971-04-01",,,"0.00","0.0","0.0","79","30","74"
"USC00046730","PASO ROBLES, CA US","1971-04-02",,,"0.00","0.0","0.0","80","33","77"
"USC00046730","PASO ROBLES, CA US","1971-04-03",,,"0.00","0.0","0.0","81","35","77"
"USC00046730","PASO ROBLES, CA US","1971-04-04",,,"0.00","0.0","0.0","88","36","83"
"USC00046730","PASO ROBLES, CA US","1971-04-05",,,"0.00","0.0","0.0","83","36","73"
"USC00046730","PASO ROBLES, CA US","1971-04-06",,,"0.00","0.0","0.0","73","37","55"
"USC00046730","PASO ROBLES, CA US","1971-04-07",,,"0.00","0.0","0.0","66","36","63"
"USC00046730","PASO ROBLES, CA US","1971-04-08",,,"0.00","0.0","0.0","72","33","70"
"USC00046730","PASO ROBLES, CA US","1971-04-09",,,"0.00","0.0","0.0","74","31","67"
"USC00046730","PASO ROBLES, CA US","1971-04-10",,,"0.00","0.0","0.0","72","34","68"
"USC00046730","PASO ROBLES, CA US","1971-04-11",,,"0.00","0.0","0.0","75","37","72"
"USC00046730","PASO ROBLES, CA US","1971-04-12",,,"0.00","0.0","0.0","82","35","77"
"USC00046730","PASO ROBLES, CA US","1971-04-13",,,"0.00","0.0","0.0","78","38","58"
"USC00046730","PASO ROBLES, CA US","1971-04-14",,,"0.69","0.0","0.0",,,
"USC00046730","PASO ROBLES, CA US","1971-04-15",,,"0.00","0.0","0.0","72","48","70"
"USC00046730","PASO ROBLES, CA US","1971-04-16",,,"0.00","0.0","0.0","72","43","61"
"USC00046730","PASO ROBLES, CA US","1971-04-17",,,"0.00","0.0","0.0","62","42","53"
"USC00046730","PASO ROBLES, CA US","1971-04-18",,,"0.00","0.0","0.0","67","35","59"
"USC00046730","PASO ROBLES, CA US","1971-04-19",,,"0.00","0.0","0.0","66","33","60"
"USC00046730","PASO ROBLES, CA US","1971-04-20",,,"0.00","0.0","0.0","63","41","54"
"USC00046730","PASO ROBLES, CA US","1971-04-21",,,"0.00","0.0","0.0","63","28","60"
"USC00046730","PASO ROBLES, CA US","1971-04-22",,,"0.00","0.0","0.0","67","30","65"
"USC00046730","PASO ROBLES, CA US","1971-04-23",,,"0.00","0.0","0.0","70","40","65"
"USC00046730","PASO ROBLES, CA US","1971-04-24",,,"0.00","0.0","0.0","67","34","62"
"USC00046730","PASO ROBLES, CA US","1971-04-25",,,"0.00","0.0","0.0","62","29","57"
"USC00046730","PASO ROBLES, CA US","1971-04-26",,,"0.00","0.0","0.0","63","38","60"
"USC00046730","PASO ROBLES, CA US","1971-04-27",,,"0.00","0.0","0.0","73","35","70"
"USC00046730","PASO ROBLES, CA US","1971-04-28",,,"0.00","0.0","0.0","71","39","59"
"USC00046730","PASO ROBLES, CA US","1971-04-29",,,"0.00","0.0","0.0","76","43","73"
"USC00046730","PASO ROBLES, CA US","1971-04-30",,,"0.00","0.0","0.0","78","35","68"
"USC00046730","PASO ROBLES, CA US","1971-05-01",,,"0.00","0.0","0.0","69","45","60"
"USC00046730","PASO ROBLES, CA US","1971-05-02",,,"0.03","0.0","0.0","63","46","61"
"USC00046730","PASO ROBLES, CA US","1971-05-03",,,"0.00","0.0","0.0","68","39","65"
"USC00046730","PASO ROBLES, CA US","1971-05-04",,,"0.00","0.0","0.0","68","41","61"
"USC00046730","PASO ROBLES, CA US","1971-05-05",,,"0.00","0.0","0.0","72","40","68"
"USC00046730","PASO ROBLES, CA US","1971-05-06",,,"0.00","0.0","0.0","70","42","55"
"USC00046730","PASO ROBLES, CA US","1971-05-07",,,"0.00","0.0","0.0","67","47","62"
"USC00046730","PASO ROBLES, CA US","1971-05-08",,,"0.00","0.0","0.0","72","50","70"
"USC00046730","PASO ROBLES, CA US","1971-05-09",,,"0.00","0.0","0.0","79","38","74"
"USC00046730","PASO ROBLES, CA US","1971-05-10",,,"0.00","0.0","0.0","81","40","80"
"USC00046730","PASO ROBLES, CA US","1971-05-11",,,"0.00","0.0","0.0","84","47","81"
"USC00046730","PASO ROBLES, CA US","1971-05-12",,,"0.00","0.0","0.0","83","43","79"
"USC00046730","PASO ROBLES, CA US","1971-05-13",,,"0.00","0.0","0.0","81","43","78"
"USC00046730","PASO ROBLES, CA US","1971-05-14",,,"0.00","0.0","0.0","83","45","80"
"USC00046730","PASO ROBLES, CA US","1971-05-15",,,"0.00","0.0","0.0","86","45","82"
"USC00046730","PASO ROBLES, CA US","1971-05-16",,,"0.00","0.0","0.0","83","44","78"
"USC00046730","PASO ROBLES, CA US","1971-05-17",,,"0.00","0.0","0.0","81","38","72"
"USC00046730","PASO ROBLES, CA US","1971-05-18",,,"0.00","0.0","0.0","84","35","80"
"USC00046730","PASO ROBLES, CA US","1971-05-19",,,"0.00","0.0","0.0","83","38","79"
"USC00046730","PASO ROBLES, CA US","1971-05-20",,,"0.00","0.0","0.0","80","44","64"
"USC00046730","PASO ROBLES, CA US","1971-05-21",,,"0.00","0.0","0.0","70","33","65"
"USC00046730","PASO ROBLES, CA US","1971-05-22",,,"0.00","0.0","0.0","74","34","65"
"USC00046730","PASO ROBLES, CA US","1971-05-23",,,"0.00","0.0","0.0","85","38","80"
"USC00046730","PASO ROBLES, CA US","1971-05-24",,,"0.00","0.0","0.0","88","37","80"
"USC00046730","PASO ROBLES, CA US","1971-05-25",,,"0.00","0.0","0.0","85","45","84"
"USC00046730","PASO ROBLES, CA US","1971-05-26",,,"0.00","0.0","0.0","84","45","66"
"USC00046730","PASO ROBLES, CA US","1971-05-27",,,"0.04","0.0","0.0","68","46","51"
"USC00046730","PASO ROBLES, CA US","1971-05-28",,,"0.14","0.0","0.0","69","48","65"
"USC00046730","PASO ROBLES, CA US","1971-05-29",,,"0.00","0.0","0.0","71","44","64"
"USC00046730","PASO ROBLES, CA US","1971-05-30",,,"0.00","0.0","0.0","65","46","61"
"USC00046730","PASO ROBLES, CA US","1971-05-31",,,"0.00","0.0","0.0","67","44","63"
"USC00046730","PASO ROBLES, CA US","1971-06-01",,,"0.00","0.0","0.0","70","35","67"
"USC00046730","PASO ROBLES, CA US","1971-06-02",,,"0.00","0.0","0.0","70","37","65"
"USC00046730","PASO ROBLES, CA US","1971-06-03",,,"0.00","0.0","0.0","73","42","68"
"USC00046730","PASO ROBLES, CA US","1971-06-04",,,"0.00","0.0","0.0","81","41","77"
"USC00046730","PASO ROBLES, CA US","1971-06-05",,,"0.00","0.0","0.0","87","43","78"
"USC00046730","PASO ROBLES, CA US","1971-06-06",,,"0.00","0.0","0.0","78","45","69"
"USC00046730","PASO ROBLES, CA US","1971-06-07",,,"0.00","0.0","0.0","83","39","78"
"USC00046730","PASO ROBLES, CA US","1971-06-08",,,"0.00","0.0","0.0","78","41","70"
"USC00046730","PASO ROBLES, CA US","1971-06-09",,,"0.00","0.0","0.0","78","41","75"
"USC00046730","PASO ROBLES, CA US","1971-06-10",,,"0.00","0.0","0.0","78","50","74"
"USC00046730","PASO ROBLES, CA US","1971-06-11",,,"0.00","0.0","0.0","85","45","82"
"USC00046730","PASO ROBLES, CA US","1971-06-12",,,"0.00","0.0","0.0","86","41","76"
"USC00046730","PASO ROBLES, CA US","1971-06-13",,,"0.00","0.0","0.0","90","40","89"
"USC00046730","PASO ROBLES, CA US","1971-06-14",,,"0.00","0.0","0.0","95","49","94"
"USC00046730","PASO ROBLES, CA US","1971-06-15",,,"0.00","0.0","0.0","102","51","100"
"USC00046730","PASO ROBLES, CA US","1971-06-16",,,"0.00","0.0","0.0","101","51","92"
"USC00046730","PASO ROBLES, CA US","1971-06-17",,,"0.00","0.0","0.0","102","47","100"
"USC00046730","PASO ROBLES, CA US","1971-06-18",,,"0.00","0.0","0.0","101","49","94"
"USC00046730","PASO ROBLES, CA US","1971-06-19",,,"0.00","0.0","0.0","96","49","93"
"USC00046730","PASO ROBLES, CA US","1971-06-20",,,"0.00","0.0","0.0","98","49","95"
"USC00046730","PASO ROBLES, CA US","1971-06-21",,,"0.00","0.0","0.0","100","49","98"
"USC00046730","PASO ROBLES, CA US","1971-06-22",,,"0.00","0.0","0.0","99","45","92"
"USC00046730","PASO ROBLES, CA US","1971-06-23",,,"0.00","0.0","0.0","96","46","95"
"USC00046730","PASO ROBLES, CA US","1971-06-24",,,"0.00","0.0","0.0","95","51","93"
"USC00046730","PASO ROBLES, CA US","1971-06-25",,,"0.00","0.0","0.0","94","49","92"
"USC00046730","PASO ROBLES, CA US","1971-06-26",,,"0.00","0.0","0.0","92","50","87"
"USC00046730","PASO ROBLES, CA US","1971-06-27",,,"0.00","0.0","0.0","88","52","78"
"USC00046730","PASO ROBLES, CA US","1971-06-28",,,"0.00","0.0","0.0","85","45","81"
"USC00046730","PASO ROBLES, CA US","1971-06-29",,,"0.00","0.0","0.0","85","40","83"
"USC00046730","PASO ROBLES, CA US","1971-06-30",,,"0.00","0.0","0.0","90","42","87"
"USC00046730","PASO ROBLES, CA US","1971-07-01",,,"0.00","0.0","0.0","88","44","85"
"USC00046730","PASO ROBLES, CA US","1971-07-02",,,"0.00","0.0","0.0","87","43","79"
"USC00046730","PASO ROBLES, CA US","1971-07-03",,,"0.00","0.0","0.0","82","45","79"
"USC00046730","PASO ROBLES, CA US","1971-07-04",,,"0.00","0.0","0.0","90","44","84"
"USC00046730","PASO ROBLES, CA US","1971-07-05",,,"0.00","0.0","0.0","91","43","82"
"USC00046730","PASO ROBLES, CA US","1971-07-06",,,"0.00","0.0","0.0","87","45","81"
"USC00046730","PASO ROBLES, CA US","1971-07-07",,,"0.00","0.0","0.0","88","45","84"
"USC00046730","PASO ROBLES, CA US","1971-07-08",,,"0.00","0.0","0.0","94","44","93"
"USC00046730","PASO ROBLES, CA US","1971-07-09",,,"0.00","0.0","0.0","95","55","93"
"USC00046730","PASO ROBLES, CA US","1971-07-10",,,"0.00","0.0","0.0","95","52","90"
"USC00046730","PASO ROBLES, CA US","1971-07-11",,,"0.00","0.0","0.0","95","50","94"
"USC00046730","PASO ROBLES, CA US","1971-07-12",,,"0.00","0.0","0.0","100","46","98"
"USC00046730","PASO ROBLES, CA US","1971-07-13",,,"0.00","0.0","0.0","103","47","98"
"USC00046730","PASO ROBLES, CA US","1971-07-14",,,"0.00","0.0","0.0","103","50","100"
"USC00046730","PASO ROBLES, CA US","1971-07-15",,,"0.00","0.0","0.0","103","49","80"
"USC00046730","PASO ROBLES, CA US","1971-07-16",,,"0.00","0.0","0.0","92","51","86"
"USC00046730","PASO ROBLES, CA US","1971-07-17",,,"0.00","0.0","0.0","98","50","89"
"USC00046730","PASO ROBLES, CA US","1971-07-18",,,"0.00","0.0","0.0","96","49","82"
"USC00046730","PASO ROBLES, CA US","1971-07-19",,,"0.00","0.0","0.0","101","52","92"
"USC00046730","PASO ROBLES, CA US","1971-07-20",,,"0.00","0.0","0.0","102","55","100"
"USC00046730","PASO ROBLES, CA US","1971-07-21",,,"0.00","0.0","0.0","104","55","100"
"USC00046730","PASO ROBLES, CA US","1971-07-22",,,"0.00","0.0","0.0","104","53","102"
"USC00046730","PASO ROBLES, CA US","1971-07-23",,,"0.00","0.0","0.0","103","49","99"
"USC00046730","PASO ROBLES, CA US","1971-07-24",,,"0.00","0.0","0.0","99","51","81"
"USC00046730","PASO ROBLES, CA US","1971-07-25",,,"0.00","0.0","0.0","85","54","78"
"USC00046730","PASO ROBLES, CA US","1971-07-26",,,"0.00","0.0","0.0","94","48","81"
"USC00046730","PASO ROBLES, CA US","1971-07-27",,,"0.00","0.0","0.0","100","50","95"
"USC00046730","PASO ROBLES, CA US","1971-07-28",,,"0.00","0.0","0.0","97","52","89"
"USC00046730","PASO ROBLES, CA US","1971-07-29",,,"0.00","0.0","0.0","94","53","89"
"USC00046730","PASO ROBLES, CA US","1971-07-30",,,"0.00","0.0","0.0","97","53","90"
"USC00046730","PASO ROBLES, CA US","1971-07-31",,,"0.00","0.0","0.0","102","54","98"
"USC00046730","PASO ROBLES, CA US","1971-08-01",,,"0.00","0.0","0.0","106","54","104"
"USC00046730","PASO ROBLES, CA US","1971-08-02",,,"0.00","0.0","0.0","105","57","93"
"USC00046730","PASO ROBLES, CA US","1971-08-03",,,"0.00","0.0","0.0","97","54","92"
"USC00046730","PASO ROBLES, CA US","1971-08-04",,,"0.00","0.0","0.0","96","51","91"
"USC00046730","PASO ROBLES, CA US","1971-08-05",,,"0.00","0.0","0.0","101","51","98"
"USC00046730","PASO ROBLES, CA US","1971-08-06",,,"0.00","0.0","0.0","100","54","98"
"USC00046730","PASO ROBLES, CA US","1971-08-07",,,"0.00","0.0","0.0","101","47","100"
"USC00046730","PASO ROBLES, CA US","1971-08-08",,,"0.00","0.0","0.0","103","53","101"
"USC00046730","PASO ROBLES, CA US","1971-08-09",,,"0.00","0.0","0.0","105","54","102"
"USC00046730","PASO ROBLES, CA US","1971-08-10",,,"0.00","0.0","0.0","103","60","90"
"USC00046730","PASO ROBLES, CA US","1971-08-11",,,"0.00","0.0","0.0","95","59","90"
"USC00046730","PASO ROBLES, CA US","1971-08-12",,,"0.00","0.0","0.0","90","54","86"
"USC00046730","PASO ROBLES, CA US","1971-08-13",,,"0.00","0.0","0.0","88","49","85"
"USC00046730","PASO ROBLES, CA US","1971-08-14",,,"0.00","0.0","0.0","89","48","86"
"USC00046730","PASO ROBLES, CA US","1971-08-15",,,"0.00","0.0","0.0","95","49","86"
"USC00046730","PASO ROBLES, CA US","1971-08-16",,,"0.00","0.0","0.0","100","49","97"
"USC00046730","PASO ROBLES, CA US","1971-08-17",,,"0.00","0.0","0.0","102","52","99"
"USC00046730","PASO ROBLES, CA US","1971-08-18",,,"0.00","0.0","0.0","100","46","84"
"USC00046730","PASO ROBLES, CA US","1971-08-19",,,"0.00","0.0","0.0","85","43","80"
"USC00046730","PASO ROBLES, CA US","1971-08-20",,,"0.00","0.0","0.0","91","45","88"
"USC00046730","PASO ROBLES, CA US","1971-08-21",,,"0.00","0.0","0.0","93","48","91"
"USC00046730","PASO ROBLES, CA US","1971-08-22",,,"0.00","0.0","0.0","94","59","90"
"USC00046730","PASO ROBLES, CA US","1971-08-23",,,"0.00","0.0","0.0","95","52","84"
"USC00046730","PASO ROBLES, CA US","1971-08-24",,,"0.00","0.0","0.0","89","59","82"
"USC00046730","PASO ROBLES, CA US","1971-08-25",,,"0.00","0.0","0.0","90","55","82"
"USC00046730","PASO ROBLES, CA US","1971-08-26",,,"0.00","0.0","0.0","95","50","89"
"USC00046730","PASO ROBLES, CA US","1971-08-27",,,"0.00","0.0","0.0","95","41","90"
"USC00046730","PASO ROBLES, CA US","1971-08-28",,,"0.00","0.0","0.0","95","49","91"
"USC00046730","PASO ROBLES, CA US","1971-08-29",,,"0.00","0.0","0.0","92","50","81"
"USC00046730","PASO ROBLES, CA US","1971-08-30",,,"0.00","0.0","0.0","88","45","82"
"USC00046730","PASO ROBLES, CA US","1971-08-31",,,"0.00","0.0","0.0","87","47","84"
"USC00046730","PASO ROBLES, CA US","1971-09-01",,,"0.00","0.0","0.0","90","50","89"
"USC00046730","PASO ROBLES, CA US","1971-09-02",,,"0.00","0.0","0.0","90","55","86"
"USC00046730","PASO ROBLES, CA US","1971-09-03",,,"0.00","0.0","0.0","92","47","88"
"USC00046730","PASO ROBLES, CA US","1971-09-04",,,"0.00","0.0","0.0","94","49","86"
"USC00046730","PASO ROBLES, CA US","1971-09-05",,,"0.00","0.0","0.0","91","45","85"
"USC00046730","PASO ROBLES, CA US","1971-09-06",,,"0.00","0.0","0.0","88","51","86"
"USC00046730","PASO ROBLES, CA US","1971-09-07",,,"0.00","0.0","0.0","93","44","91"
"USC00046730","PASO ROBLES, CA US","1971-09-08",,,"0.00","0.0","0.0","100","50","93"
"USC00046730","PASO ROBLES, CA US","1971-09-09",,,"0.00","0.0","0.0","101","52","100"
"USC00046730","PASO ROBLES, CA US","1971-09-10",,,"0.00","0.0","0.0","101","51","98"
"USC00046730","PASO ROBLES, CA US","1971-09-11",,,"0.00","0.0","0.0","100","56","98"
"USC00046730","PASO ROBLES, CA US","1971-09-12",,,"0.00","0.0","0.0","107","51","104"
"USC00046730","PASO ROBLES, CA US","1971-09-13",,,"0.00","0.0","0.0","109","54","107"
"USC00046730","PASO ROBLES, CA US","1971-09-14",,,"0.00","0.0","0.0","110","54","106"
"USC00046730","PASO ROBLES, CA US","1971-09-15",,,"0.00","0.0","0.0","108","55","106"
"USC00046730","PASO ROBLES, CA US","1971-09-16",,,"0.00","0.0","0.0","107","49","83"
"USC00046730","PASO ROBLES, CA US","1971-09-17",,,"0.00","0.0","0.0","85","45","76"
"USC00046730","PASO ROBLES, CA US","1971-09-18",,,"0.00","0.0","0.0","86","51","84"
"USC00046730","PASO ROBLES, CA US","1971-09-19",,,"0.00","0.0","0.0","94","42","88"
"USC00046730","PASO ROBLES, CA US","1971-09-20",,,"0.00","0.0","0.0","90","39","84"
"USC00046730","PASO ROBLES, CA US","1971-09-21",,,"0.00","0.0","0.0","85","44","70"
"USC00046730","PASO ROBLES, CA US","1971-09-22",,,"0.00","0.0","0.0","90","42","84"
"USC00046730","PASO ROBLES, CA US","1971-09-23",,,"0.00","0.0","0.0","87","45","77"
"USC00046730","PASO ROBLES, CA US","1971-09-24",,,"0.00","0.0","0.0","79","45","72"
"USC00046730","PASO ROBLES, CA US","1971-09-25",,,"0.00","0.0","0.0","74","41","71"
"USC00046730","PASO ROBLES, CA US","1971-09-26",,,"0.00","0.0","0.0","75","40","70"
"USC00046730","PASO ROBLES, CA US","1971-09-27",,,"0.00","0.0","0.0","75","40","74"
"USC00046730","PASO ROBLES, CA US","1971-09-28",,,"0.00","0.0","0.0","76","35","72"
"USC00046730","PASO ROBLES, CA US","1971-09-29",,,"0.00","0.0","0.0","76","35","71"
"USC00046730","PASO ROBLES, CA US","1971-09-30",,,"0.05","0.0","0.0","72","47","68"
"USC00046730","PASO ROBLES, CA US","1971-10-01",,,"0.00","0.0","0.0","76","32","75"
"USC00046730","PASO ROBLES, CA US","1971-10-02",,,"0.00","0.0","0.0","82","31","80"
"USC00046730","PASO ROBLES, CA US","1971-10-03",,,"0.00","0.0","0.0","90","34","86"
"USC00046730","PASO ROBLES, CA US","1971-10-04",,,"0.00","0.0","0.0","92","36","91"
"USC00046730","PASO ROBLES, CA US","1971-10-05",,,"0.00","0.0","0.0","94","39","93"
"USC00046730","PASO ROBLES, CA US","1971-10-06",,,"0.00","0.0","0.0","97","41","95"
"USC00046730","PASO ROBLES, CA US","1971-10-07",,,"0.00","0.0","0.0","99","43","96"
"USC00046730","PASO ROBLES, CA US","1971-10-08",,,"0.00","0.0","0.0","98","43","95"
"USC00046730","PASO ROBLES, CA US","1971-10-09",,,"0.00","0.0","0.0","98","43","94"
"USC00046730","PASO ROBLES, CA US","1971-10-10",,,"0.00","0.0","0.0","97","43","87"
